Question,SQL Query
List all employees who report to a manager with more than 10 subordinates,"SELECT e1.firstName, e1.lastName FROM employees e1 JOIN employees e2 ON e1.reportsTo = e2.employeeNumber WHERE e2.employeeNumber IN (SELECT reportsTo FROM employees GROUP BY reportsTo HAVING COUNT(employeeNumber) > 10);"
Find the names of customers who have ordered products that are priced below the median price and have made payments in the last 6 months,"SELECT DISTINCT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode JOIN payments ON customers.customerNumber = payments.customerNumber WHERE MSRP < (SELECT MEDIAN(MSRP) FROM products) AND paymentDate > DATE_SUB(CURDATE(), INTERVAL 6 MONTH);"
Get the total amount spent by each customer on products from the 'Accessories' product line,"SELECT customerName, SUM(priceEach * quantityOrdered) as total_spent FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode WHERE productLine = 'Accessories' GROUP BY customerName;"
List all products where the total quantity ordered is less than the average quantity ordered for all products,SELECT productName FROM products WHERE productCode IN (SELECT productCode FROM orderdetails GROUP BY productCode HAVING SUM(quantityOrdered) < (SELECT AVG(quantityOrdered) FROM orderdetails));
Find the total amount of payments made by customers in 'France' who have ordered more than 3 products,SELECT SUM(amount) as total_payment FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber WHERE customers.country = 'France' AND customers.customerNumber IN (SELECT customerNumber FROM orders JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY customerNumber HAVING COUNT(productCode) > 3);
Get the names of employees who work in offices where the number of employees is less than the average number of employees per office,"SELECT firstName, lastName FROM employees WHERE officeCode IN (SELECT officeCode FROM offices WHERE (SELECT AVG(employee_count) FROM (SELECT officeCode, COUNT(employeeNumber) as employee_count FROM employees GROUP BY officeCode) as office_counts) > (SELECT COUNT(employeeNumber) FROM employees GROUP BY officeCode));"
List all customers who have ordered products from more than one product line,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM orders JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode GROUP BY customerNumber HAVING COUNT(DISTINCT productLine) > 1);
Find the top 3 most expensive products in each product line,"SELECT productLine, productName, MSRP FROM products WHERE (productLine, MSRP) IN (SELECT productLine, MAX(MSRP) FROM products GROUP BY productLine ORDER BY MSRP DESC LIMIT 3);"
Get the average payment amount for customers from 'USA' who have made at least 2 payments,SELECT AVG(amount) as avg_payment FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber WHERE customers.country = 'USA' GROUP BY customerNumber HAVING COUNT(checkNumber) >= 2;
List all product names and their descriptions where the buy price is less than the median buy price,"SELECT productName, productDescription FROM products WHERE buyPrice < (SELECT MEDIAN(buyPrice) FROM products);"
Find the customers who have made payments in all four quarters of the current year,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM payments WHERE YEAR(paymentDate) = YEAR(CURDATE()) GROUP BY customerNumber HAVING COUNT(DISTINCT QUARTER(paymentDate)) = 4);
Get the names of employees who have ordered more than the average quantity of products per order,"SELECT firstName, lastName FROM employees WHERE employeeNumber IN (SELECT salesRepEmployeeNumber FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY salesRepEmployeeNumber HAVING AVG(quantityOrdered) > (SELECT AVG(quantityOrdered) FROM orderdetails));"
List the total quantity ordered for each product and the number of orders where the quantity ordered is greater than 50,"SELECT productCode, SUM(quantityOrdered) as total_quantity, COUNT(DISTINCT orderNumber) as order_count FROM orderdetails GROUP BY productCode HAVING SUM(quantityOrdered) > 50;"
Find the highest selling product in terms of total sales amount for each office,"SELECT officeCode, productCode, SUM(priceEach * quantityOrdered) as total_sales FROM employees JOIN customers ON employees.employeeNumber = customers.salesRepEmployeeNumber JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY officeCode, productCode ORDER BY total_sales DESC LIMIT 1;"
Get the names of customers who have made payments greater than the average payment amount of their respective country,SELECT customerName FROM customers JOIN payments ON customers.customerNumber = payments.customerNumber WHERE amount > (SELECT AVG(amount) FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber WHERE customers.country = customers.country);
Find the employees who have worked in offices with fewer than 5 employees and have never reported to a manager,"SELECT firstName, lastName FROM employees WHERE officeCode IN (SELECT officeCode FROM employees GROUP BY officeCode HAVING COUNT(employeeNumber) < 5) AND reportsTo IS NULL;"
List the names of customers who have ordered more than the average number of products per order,"SELECT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY customerName HAVING COUNT(productCode) > (SELECT AVG(product_count) FROM (SELECT orderNumber, COUNT(productCode) as product_count FROM orderdetails GROUP BY orderNumber) as order_counts);"
Find the total payment amount for each customer who has ordered products in all product lines,"SELECT customerName, SUM(amount) as total_payment FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode GROUP BY customerName HAVING COUNT(DISTINCT productLine) = (SELECT COUNT(DISTINCT productLine) FROM products);"
Get the names of products that have a buy price higher than the average buy price for their product line,SELECT productName FROM products WHERE buyPrice > (SELECT AVG(buyPrice) FROM products WHERE productLine = products.productLine);
List all orders where the comments contain the word 'delayed' and the shipped date is before the required date,"SELECT orderNumber, comments FROM orders WHERE comments LIKE '%delayed%' AND shippedDate < requiredDate;"
Find the total quantity ordered of the top 5 products with the highest average quantity per order,"SELECT productCode, SUM(quantityOrdered) as total_quantity FROM orderdetails WHERE productCode IN (SELECT productCode FROM orderdetails GROUP BY productCode ORDER BY AVG(quantityOrdered) DESC LIMIT 5) GROUP BY productCode;"
Get the average number of orders per customer from each country,"SELECT country, AVG(order_count) as avg_orders FROM (SELECT country, customerNumber, COUNT(orderNumber) as order_count FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber GROUP BY country, customerNumber) as country_order_counts GROUP BY country;"
List all employees who work in offices where the number of employees is greater than the average number of employees per office,"SELECT firstName, lastName FROM employees WHERE officeCode IN (SELECT officeCode FROM offices WHERE (SELECT AVG(employee_count) FROM (SELECT officeCode, COUNT(employeeNumber) as employee_count FROM employees GROUP BY officeCode) as office_counts) < (SELECT COUNT(employeeNumber) FROM employees GROUP BY officeCode));"
Find the top 5 customers with the highest total payment amount,"SELECT customerName, SUM(amount) as total_payment FROM customers JOIN payments ON customers.customerNumber = payments.customerNumber GROUP BY customerName ORDER BY total_payment DESC LIMIT 5;"
Get the names of products with their descriptions that are priced below the average MSRP,"SELECT productName, productDescription FROM products WHERE MSRP < (SELECT AVG(MSRP) FROM products);"
List the names of employees who have made sales in more than one city,"SELECT DISTINCT e1.firstName, e1.lastName FROM employees e1 JOIN customers c ON e1.employeeNumber = c.salesRepEmployeeNumber JOIN offices o ON c.officeCode = o.officeCode GROUP BY e1.employeeNumber HAVING COUNT(DISTINCT o.city) > 1;"
Find the average amount of payments made by customers in each state,"SELECT state, AVG(amount) as avg_payment FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber GROUP BY state;"
List all orders with a total price (quantityOrdered * priceEach) greater than the average total price per order,SELECT orderNumber FROM orderdetails WHERE (quantityOrdered * priceEach) > (SELECT AVG(quantityOrdered * priceEach) FROM orderdetails);
Get the total number of employees in each office and the number of employees who report to each manager,"SELECT officeCode, COUNT(employeeNumber) as total_employees, SUM(CASE WHEN reportsTo IS NOT NULL THEN 1 ELSE 0 END) as reporting_employees FROM employees GROUP BY officeCode;"
Find the products with the highest quantity ordered in the last 6 months,"SELECT productCode, SUM(quantityOrdered) as total_quantity FROM orderdetails JOIN orders ON orderdetails.orderNumber = orders.orderNumber WHERE orderDate > DATE_SUB(CURDATE(), INTERVAL 6 MONTH) GROUP BY productCode ORDER BY total_quantity DESC;"
Get the total number of orders and total payment amount for each customer from each country,"SELECT country, customerNumber, COUNT(orderNumber) as total_orders, SUM(amount) as total_payments FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN payments ON customers.customerNumber = payments.customerNumber GROUP BY country, customerNumber;"
List the names of employees who work in the 'Sales' department and report to managers with fewer than 5 subordinates,"SELECT e1.firstName, e1.lastName FROM employees e1 JOIN employees e2 ON e1.reportsTo = e2.employeeNumber WHERE e2.jobTitle = 'Sales' AND e2.employeeNumber IN (SELECT reportsTo FROM employees GROUP BY reportsTo HAVING COUNT(employeeNumber) < 5);"
Find the total amount of payments made by customers who have ordered products from 'Furniture' and 'Technology' product lines,"SELECT SUM(amount) as total_payment FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode WHERE productLine IN ('Furniture', 'Technology');"
Get the names of employees who have not made any sales,"SELECT firstName, lastName FROM employees WHERE employeeNumber NOT IN (SELECT salesRepEmployeeNumber FROM customers);"
List all products where the quantity ordered is more than the median quantity ordered,SELECT productName FROM products WHERE productCode IN (SELECT productCode FROM orderdetails GROUP BY productCode HAVING SUM(quantityOrdered) > (SELECT MEDIAN(quantityOrdered) FROM orderdetails));
Find the customers who have made payments greater than their average payment amount from their respective country,SELECT customerName FROM customers JOIN payments ON customers.customerNumber = payments.customerNumber WHERE amount > (SELECT AVG(amount) FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber WHERE customers.country = customers.country);
Get the top 5 products with the highest average quantity ordered per order,"SELECT productCode, AVG(quantityOrdered) as avg_quantity FROM orderdetails GROUP BY productCode ORDER BY avg_quantity DESC LIMIT 5;"
List all orders where the comments contain the word 'urgent' and the status is 'Shipped',"SELECT orderNumber, comments FROM orders WHERE comments LIKE '%urgent%' AND status = 'Shipped';"
Find the average buy price of products in the 'Sports' product line,SELECT AVG(buyPrice) as avg_buy_price FROM products WHERE productLine = 'Sports';
Get the names of customers who have ordered products from the 'Automotive' product line and made payments,SELECT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode WHERE productLine = 'Automotive' AND customerNumber IN (SELECT customerNumber FROM payments);
List the names of employees who work in offices where the number of employees is less than the number of employees in the largest office,"SELECT firstName, lastName FROM employees WHERE officeCode IN (SELECT officeCode FROM offices WHERE (SELECT MAX(employee_count) FROM (SELECT officeCode, COUNT(employeeNumber) as employee_count FROM employees GROUP BY officeCode) as office_counts) > (SELECT COUNT(employeeNumber) FROM employees WHERE officeCode = offices.officeCode));"
Find the total quantity ordered for each product in the 'Clothing' product line,"SELECT productCode, SUM(quantityOrdered) as total_quantity FROM orderdetails JOIN products ON orderdetails.productCode = products.productCode WHERE productLine = 'Clothing' GROUP BY productCode;"
Get the names of customers who have ordered products with an MSRP greater than the average MSRP,SELECT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode WHERE MSRP > (SELECT AVG(MSRP) FROM products);
List all products where the total quantity ordered is more than the median quantity ordered for their product line,SELECT productName FROM products WHERE productCode IN (SELECT productCode FROM orderdetails GROUP BY productCode HAVING SUM(quantityOrdered) > (SELECT MEDIAN(quantityOrdered) FROM orderdetails JOIN products ON orderdetails.productCode = products.productCode WHERE products.productLine = products.productLine));
Find the employees who have ordered more products than the median quantity ordered per order,"SELECT firstName, lastName FROM employees WHERE employeeNumber IN (SELECT salesRepEmployeeNumber FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY salesRepEmployeeNumber HAVING SUM(quantityOrdered) > (SELECT MEDIAN(quantityOrdered) FROM orderdetails));"
Get the names of products with a buy price higher than the average buy price for their respective product line,SELECT productName FROM products WHERE buyPrice > (SELECT AVG(buyPrice) FROM products WHERE productLine = products.productLine);
List all orders where the comments contain the word 'urgent' and the shipped date is after the required date,"SELECT orderNumber, comments FROM orders WHERE comments LIKE '%urgent%' AND shippedDate > requiredDate;"
Find the customers who have ordered products from more than two product lines,SELECT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode GROUP BY customerName HAVING COUNT(DISTINCT productLine) > 2;
Get the names of employees who work in offices with the highest number of employees,"SELECT firstName, lastName FROM employees WHERE officeCode = (SELECT officeCode FROM offices WHERE (SELECT MAX(employee_count) FROM (SELECT officeCode, COUNT(employeeNumber) as employee_count FROM employees GROUP BY officeCode) as office_counts));"
List all products where the MSRP is greater than the median MSRP of their product line,SELECT productName FROM products WHERE MSRP > (SELECT MEDIAN(MSRP) FROM products WHERE productLine = products.productLine);
Find the total payment amount made by customers who have ordered from both 'Furniture' and 'Technology' product lines,"SELECT SUM(amount) as total_payment FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode WHERE productLine IN ('Furniture', 'Technology');"
Get the average number of products ordered per customer for each product line,"SELECT productLine, AVG(product_count) as avg_products FROM (SELECT productLine, customerNumber, COUNT(productCode) as product_count FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY productLine, customerNumber) as product_counts GROUP BY productLine;"
List all products where the quantity ordered is more than the average quantity ordered for their product line,SELECT productName FROM products WHERE productCode IN (SELECT productCode FROM orderdetails JOIN products ON orderdetails.productCode = products.productCode GROUP BY productCode HAVING SUM(quantityOrdered) > (SELECT AVG(quantityOrdered) FROM orderdetails JOIN products ON orderdetails.productCode = products.productCode WHERE products.productLine = products.productLine));
